Entity,Code,Year,"Age-standardized deaths from prostate cancer in males in those aged all ages per 100,000 people"
Kyrgyzstan,KGZ,1992,3.4012153
Kyrgyzstan,KGZ,1993,5.3240314
Kyrgyzstan,KGZ,1994,6.169055
Kyrgyzstan,KGZ,1995,5.0419893
Kyrgyzstan,KGZ,1996,4.230172
Kyrgyzstan,KGZ,1997,4.12875
Kyrgyzstan,KGZ,1998,4.914343
Kyrgyzstan,KGZ,1999,4.6945677
Kyrgyzstan,KGZ,2000,5.4821787
Kyrgyzstan,KGZ,2001,3.5756984
Kyrgyzstan,KGZ,2002,4.7610617
Kyrgyzstan,KGZ,2003,3.4726503
Kyrgyzstan,KGZ,2004,3.562349
Kyrgyzstan,KGZ,2005,3.2214024
Kyrgyzstan,KGZ,2006,3.58109
Kyrgyzstan,KGZ,2007,3.635243
Kyrgyzstan,KGZ,2008,3.3417325
Kyrgyzstan,KGZ,2009,3.66616
Kyrgyzstan,KGZ,2010,4.412857
Kyrgyzstan,KGZ,2011,4.821869
Kyrgyzstan,KGZ,2012,3.4436386
Kyrgyzstan,KGZ,2013,5.160188
Kyrgyzstan,KGZ,2014,5.2277164
Kyrgyzstan,KGZ,2015,4.957208
Kyrgyzstan,KGZ,2016,4.9189057
Kyrgyzstan,KGZ,2017,4.4630337
Kyrgyzstan,KGZ,2018,4.419214
Kyrgyzstan,KGZ,2019,5.963705
Kyrgyzstan,KGZ,2020,5.882739
Kyrgyzstan,KGZ,2021,5.315157
Kyrgyzstan,KGZ,2022,5.5647283
Kyrgyzstan,KGZ,2023,7.682664
Latvia,LVA,1980,9.916587
Latvia,LVA,1981,10.558146
Latvia,LVA,1982,12.399558
Latvia,LVA,1983,12.389273
Latvia,LVA,1984,12.027079
Latvia,LVA,1985,13.815431
Latvia,LVA,1986,12.751383
Latvia,LVA,1987,13.356592
Latvia,LVA,1988,14.228783
Latvia,LVA,1989,12.886026
Latvia,LVA,1990,15.865976
Latvia,LVA,1991,14.518194
Latvia,LVA,1992,14.9644
Latvia,LVA,1993,14.457345
Latvia,LVA,1994,12.173064
Latvia,LVA,1995,15.233696
Latvia,LVA,1996,17.673035
Latvia,LVA,1997,16.582058
Latvia,LVA,1998,14.655394
Latvia,LVA,1999,18.724884
Latvia,LVA,2000,18.074183
Latvia,LVA,2001,20.924494
Latvia,LVA,2002,22.210989
Latvia,LVA,2003,23.369705
Latvia,LVA,2004,25.708405
Latvia,LVA,2005,26.09322
Latvia,LVA,2006,28.872162
Latvia,LVA,2007,24.843277
Latvia,LVA,2008,27.18169
Latvia,LVA,2009,24.950188
Latvia,LVA,2010,25.076048
Latvia,LVA,2011,25.985397
Latvia,LVA,2012,27.30127
Latvia,LVA,2013,24.692049
Latvia,LVA,2014,27.000263
Latvia,LVA,2015,25.386374
Latvia,LVA,2016,26.036535
Latvia,LVA,2017,26.648483
Latvia,LVA,2018,26.436152
Latvia,LVA,2019,26.353958
Latvia,LVA,2020,26.231441
Latvia,LVA,2021,25.861816
Latvia,LVA,2022,25.704994
Latvia,LVA,2023,24.337885
Lebanon,LBN,2019,4.775328
Lebanon,LBN,2020,3.9004905
Lebanon,LBN,2021,3.5867317
Lebanon,LBN,2023,3.752713
Lithuania,LTU,1981,11.211908
Lithuania,LTU,1982,11.616427
Lithuania,LTU,1985,13.073998
Lithuania,LTU,1986,12.999512
Lithuania,LTU,1987,13.667347
Lithuania,LTU,1988,13.906512
Lithuania,LTU,1989,13.592697
Lithuania,LTU,1990,14.120289
Lithuania,LTU,1991,14.732102
Lithuania,LTU,1992,17.011234
Lithuania,LTU,1993,18.551403
Lithuania,LTU,1994,18.18327
Lithuania,LTU,1995,19.065773
Lithuania,LTU,1996,20.156025
Lithuania,LTU,1997,19.167746
Lithuania,LTU,1998,20.230614
Lithuania,LTU,1999,20.665556
Lithuania,LTU,2000,22.513298
Lithuania,LTU,2001,22.83421
Lithuania,LTU,2002,21.957602
Lithuania,LTU,2003,21.807257
Lithuania,LTU,2004,23.92478
Lithuania,LTU,2005,23.175638
Lithuania,LTU,2006,26.438704
Lithuania,LTU,2007,27.797956
Lithuania,LTU,2008,24.801914
Lithuania,LTU,2009,22.74351
Lithuania,LTU,2010,26.353424
Lithuania,LTU,2011,22.61699
Lithuania,LTU,2012,25.646954
Lithuania,LTU,2013,22.898716
Lithuania,LTU,2014,22.194044
Lithuania,LTU,2015,23.07982
Lithuania,LTU,2016,23.809929
Lithuania,LTU,2017,21.863974
Lithuania,LTU,2018,21.745543
Lithuania,LTU,2019,21.039902
Lithuania,LTU,2020,21.72938
Lithuania,LTU,2021,21.041237
Lithuania,LTU,2022,19.735693
Lithuania,LTU,2023,20.386602
Luxembourg,LUX,1967,21.63862
Luxembourg,LUX,1968,13.9106455
Luxembourg,LUX,1969,23.233646
Luxembourg,LUX,1970,16.522747
Luxembourg,LUX,1971,15.145147
Luxembourg,LUX,1972,14.993966
Luxembourg,LUX,1973,19.011003
Luxembourg,LUX,1974,24.19815
Luxembourg,LUX,1975,20.623512
Luxembourg,LUX,1976,29.704874
Luxembourg,LUX,1977,19.528135
Luxembourg,LUX,1978,22.304192
Luxembourg,LUX,1979,13.383956
Luxembourg,LUX,1980,23.146013
Luxembourg,LUX,1981,20.689104
Luxembourg,LUX,1982,30.852985
Luxembourg,LUX,1983,22.611298
Luxembourg,LUX,1984,19.983727
Luxembourg,LUX,1985,21.8581
Luxembourg,LUX,1986,23.985792
Luxembourg,LUX,1987,31.176403
Luxembourg,LUX,1988,23.785603
Luxembourg,LUX,1989,21.729916
Luxembourg,LUX,1990,21.177301
Luxembourg,LUX,1991,21.652338
Luxembourg,LUX,1992,22.566021
Luxembourg,LUX,1993,25.736742
Luxembourg,LUX,1994,18.695265
Luxembourg,LUX,1995,20.647865
Luxembourg,LUX,1996,18.466215
Luxembourg,LUX,1997,18.668798
Luxembourg,LUX,1998,18.113462
Luxembourg,LUX,1999,18.509663
Luxembourg,LUX,2000,21.689571
Luxembourg,LUX,2001,16.793299
Luxembourg,LUX,2002,14.15275
Luxembourg,LUX,2003,16.227615
Luxembourg,LUX,2004,12.629368
Luxembourg,LUX,2005,15.92126
Luxembourg,LUX,2006,14.454066
Luxembourg,LUX,2007,18.253567
Luxembourg,LUX,2008,13.967781
Luxembourg,LUX,2009,16.555367
Luxembourg,LUX,2010,10.517958
Luxembourg,LUX,2011,12.240943
Luxembourg,LUX,2012,10.316224
Luxembourg,LUX,2013,9.790115
Luxembourg,LUX,2014,10.284919
Luxembourg,LUX,2015,12.004774
Luxembourg,LUX,2016,10.3253355
Luxembourg,LUX,2017,10.613019
Luxembourg,LUX,2018,10.806772
Luxembourg,LUX,2019,9.781067
Luxembourg,LUX,2020,11.562433
Luxembourg,LUX,2021,11.72402
Luxembourg,LUX,2022,8.038806
Luxembourg,LUX,2023,8.061608
Malaysia,MYS,2000,1.2052929
Malaysia,MYS,2001,1.3528775
Malaysia,MYS,2002,1.5424091
Malaysia,MYS,2003,1.5303712
Malaysia,MYS,2004,1.7409989
Malaysia,MYS,2005,1.5947709
Malaysia,MYS,2006,1.8603189
Malaysia,MYS,2007,2.2734265
Malaysia,MYS,2008,1.7909482
Malaysia,MYS,2009,2.0688467
Malaysia,MYS,2010,1.8208456
Malaysia,MYS,2011,2.034662
Malaysia,MYS,2012,1.9241719
Malaysia,MYS,2013,1.9841723
Malaysia,MYS,2014,2.508747
Malaysia,MYS,2015,2.0964084
Malaysia,MYS,2016,2.537708
Malaysia,MYS,2017,3.4305093
Malaysia,MYS,2018,3.9110594
Malaysia,MYS,2019,3.520095
Malaysia,MYS,2020,3.730714
Maldives,MDV,2000,0
Maldives,MDV,2001,0
Maldives,MDV,2002,0
Maldives,MDV,2003,0
Maldives,MDV,2004,1.6666666
Maldives,MDV,2005,3.150509
Maldives,MDV,2007,2.682135
Maldives,MDV,2008,3.5925314
Maldives,MDV,2010,0
Maldives,MDV,2011,4.012056
Maldives,MDV,2012,3.448956
Maldives,MDV,2013,4.5569754
Maldives,MDV,2014,3.5265262
Maldives,MDV,2015,3.8086493
Maldives,MDV,2016,2.4147615
Maldives,MDV,2017,1.3835616
Maldives,MDV,2018,2.2046404
Maldives,MDV,2019,2.0373635
Maldives,MDV,2020,4.339476
Maldives,MDV,2021,6.705648
Malta,MLT,1965,8.330162
Malta,MLT,1967,10.228027
Malta,MLT,1968,17.12688
Malta,MLT,1969,7.4045124
Malta,MLT,1970,9.323299
Malta,MLT,1971,9.415155
Malta,MLT,1972,3.1061356
Malta,MLT,1973,8.149993
Malta,MLT,1974,11.065245
Malta,MLT,1975,9.94198
Malta,MLT,1976,10.206652
Malta,MLT,1977,7.4880924
Malta,MLT,1978,13.7709465
Malta,MLT,1979,14.54848
Malta,MLT,1980,18.027699
Malta,MLT,1981,16.846422
Malta,MLT,1982,18.437778
Malta,MLT,1983,17.486115
Malta,MLT,1984,11.438193
Malta,MLT,1985,12.91146
Malta,MLT,1986,12.560674
Malta,MLT,1987,14.557798
Malta,MLT,1988,12.299506
Malta,MLT,1989,12.116724
Malta,MLT,1990,9.223373
Malta,MLT,1991,14.817828
Malta,MLT,1992,20.130224
Malta,MLT,1993,20.537407
Malta,MLT,1994,17.321602
Malta,MLT,1995,18.125399
Malta,MLT,1996,18.7608
Malta,MLT,1997,12.41368
Malta,MLT,1998,19.191652
Malta,MLT,1999,19.462914
Malta,MLT,2000,16.228493
Malta,MLT,2001,12.979277
Malta,MLT,2002,12.828625
Malta,MLT,2003,13.01617
Malta,MLT,2004,12.701726
Malta,MLT,2005,15.621832
Malta,MLT,2006,10.342576
Malta,MLT,2007,9.29931
Malta,MLT,2008,11.745681
Malta,MLT,2009,9.970326
Malta,MLT,2010,8.900528
Malta,MLT,2011,10.362123
Malta,MLT,2012,9.189447
Malta,MLT,2013,9.752356
Malta,MLT,2014,10.833566
Malta,MLT,2015,9.504635
Malta,MLT,2016,10.987021
Malta,MLT,2017,8.809184
Malta,MLT,2018,10.062822
Malta,MLT,2019,9.371598
Malta,MLT,2020,7.3502116
Malta,MLT,2021,8.683556
Malta,MLT,2022,7.546773
Martinique,MTQ,1970,34.96122
Martinique,MTQ,1971,26.682598
Martinique,MTQ,1974,28.457361
Martinique,MTQ,1975,34.63225
Martinique,MTQ,1981,29.446222
Martinique,MTQ,1982,38.71631
Martinique,MTQ,1985,66.92074
Martinique,MTQ,2000,43.075123
Martinique,MTQ,2001,36.476974
Martinique,MTQ,2002,37.298874
Martinique,MTQ,2003,35.065933
Martinique,MTQ,2004,33.090748
Martinique,MTQ,2005,41.211224
Martinique,MTQ,2006,40.940933
Martinique,MTQ,2007,34.95515
Martinique,MTQ,2008,27.355188
Martinique,MTQ,2009,30.781437
Martinique,MTQ,2010,35.555088
Martinique,MTQ,2011,26.395884
Martinique,MTQ,2013,31.738352
Martinique,MTQ,2014,27.203207
Martinique,MTQ,2015,22.11781
Martinique,MTQ,2016,25.052576
Mauritius,MUS,1961,2.475663
Mauritius,MUS,1962,3.6075833
Mauritius,MUS,1963,0.85
Mauritius,MUS,1964,3.7278767
Mauritius,MUS,1965,8.906404
Mauritius,MUS,1966,2.793284
Mauritius,MUS,1967,3.3097475
Mauritius,MUS,1968,3.5382395
Mauritius,MUS,1969,5.9141817
Mauritius,MUS,1970,2.3708987
Mauritius,MUS,1971,7.3638463
Mauritius,MUS,1972,4.6977596
Mauritius,MUS,1973,9.587857
Mauritius,MUS,1974,4.9528065
Mauritius,MUS,1975,5.4859376
Mauritius,MUS,1976,14.863069
Mauritius,MUS,1977,1.6170732
Mauritius,MUS,1978,2.7046576
Mauritius,MUS,1979,11.0857
Mauritius,MUS,1980,1.5580555
Mauritius,MUS,1981,3.326231
Mauritius,MUS,1982,16.346497
Mauritius,MUS,1983,4.0507646
Mauritius,MUS,1984,7.179211
Mauritius,MUS,1985,7.6390705
Mauritius,MUS,1986,7.9076962
Mauritius,MUS,1987,2.2048643
Mauritius,MUS,1988,3.6412468
Mauritius,MUS,1989,6.171325
Mauritius,MUS,1990,8.549627
Mauritius,MUS,1991,9.293913
Mauritius,MUS,1992,8.948301
Mauritius,MUS,1993,8.908444
Mauritius,MUS,1994,11.01023
Mauritius,MUS,1995,6.658435
Mauritius,MUS,1996,11.481849
Mauritius,MUS,1997,8.116755
Mauritius,MUS,1998,10.74684
Mauritius,MUS,1999,13.5998335
Mauritius,MUS,2000,7.409757
Mauritius,MUS,2001,12.357312
Mauritius,MUS,2002,15.390695
Mauritius,MUS,2003,10.781554
Mauritius,MUS,2004,12.317524
Mauritius,MUS,2005,10.757215
Mauritius,MUS,2006,9.0430765
Mauritius,MUS,2007,10.558125
Mauritius,MUS,2008,14.246738
Mauritius,MUS,2009,11.968215
Mauritius,MUS,2010,16.280128
Mauritius,MUS,2011,13.133545
Mauritius,MUS,2012,11.24079
Mauritius,MUS,2013,13.469139
Mauritius,MUS,2014,14.673442
Mauritius,MUS,2015,11.31385
Mauritius,MUS,2016,9.987367
Mauritius,MUS,2017,12.060853
Mauritius,MUS,2018,15.494035
Mauritius,MUS,2019,15.00207
Mauritius,MUS,2020,14.282859
Mauritius,MUS,2021,11.034674
Mauritius,MUS,2022,13.257223
Mauritius,MUS,2023,15.073699
Mayotte,MYT,2012,13.156807
Mayotte,MYT,2013,17.877953
Mayotte,MYT,2014,23.106987
Mayotte,MYT,2015,16.947208
Mayotte,MYT,2016,27.406773
Mexico,MEX,1955,2.9902213
Mexico,MEX,1956,3.9197242
Mexico,MEX,1957,4.4667993
Mexico,MEX,1958,4.6711626
Mexico,MEX,1959,4.2871714
Mexico,MEX,1960,5.515535
Mexico,MEX,1961,4.215493
Mexico,MEX,1962,3.0875359
Mexico,MEX,1963,5.580508
Mexico,MEX,1964,5.5285316
Mexico,MEX,1965,5.575864
Mexico,MEX,1966,4.995512
Mexico,MEX,1967,5.117164
Mexico,MEX,1968,4.9693666
Mexico,MEX,1969,5.927336
Mexico,MEX,1970,6.761753
Mexico,MEX,1971,6.723101
Mexico,MEX,1972,6.753195
Mexico,MEX,1973,6.121847
Mexico,MEX,1974,7.3351974
Mexico,MEX,1975,6.8424253
Mexico,MEX,1976,7.334549
Mexico,MEX,1977,7.189058
Mexico,MEX,1978,6.9390197
Mexico,MEX,1979,7.9466095
Mexico,MEX,1980,7.8391995
Mexico,MEX,1981,9.393851
Mexico,MEX,1982,9.722305
Mexico,MEX,1983,10.1109705
Mexico,MEX,1984,9.372972
Mexico,MEX,1985,12.15016
Mexico,MEX,1986,11.845765
Mexico,MEX,1987,12.367335
Mexico,MEX,1988,12.947963
Mexico,MEX,1989,13.854125
Mexico,MEX,1990,13.805433
Mexico,MEX,1991,14.177882
Mexico,MEX,1992,13.919825
Mexico,MEX,1993,14.723091
Mexico,MEX,1994,16.0848
Mexico,MEX,1995,16.35475
Mexico,MEX,1996,13.536196
Mexico,MEX,1997,13.72389
Mexico,MEX,1998,13.6765
Mexico,MEX,1999,14.023332
Mexico,MEX,2000,13.894819
Mexico,MEX,2001,13.871994
Mexico,MEX,2002,14.0568695
Mexico,MEX,2003,14.735956
Mexico,MEX,2004,13.880349
Mexico,MEX,2005,14.216903
Mexico,MEX,2006,13.42054
Mexico,MEX,2007,13.368693
Mexico,MEX,2008,13.683828
Mexico,MEX,2009,13.176333
Mexico,MEX,2010,13.479329
Mexico,MEX,2011,13.333442
Mexico,MEX,2012,13.445391
Mexico,MEX,2013,13.013164
Mexico,MEX,2014,13.484379
Mexico,MEX,2015,13.429629
Mexico,MEX,2016,13.877172
Mexico,MEX,2017,12.989191
Mexico,MEX,2018,12.710513
Mexico,MEX,2019,12.687088
Mexico,MEX,2020,14.415461
Mexico,MEX,2021,13.539689
Mexico,MEX,2022,12.121554
Moldova,MDA,1981,4.073991
Moldova,MDA,1982,3.3263676
Moldova,MDA,1985,4.405201
Moldova,MDA,1986,4.93416
Moldova,MDA,1987,5.152612
Moldova,MDA,1988,5.413531
Moldova,MDA,1989,5.7687707
Moldova,MDA,1990,5.999217
Moldova,MDA,1991,5.464341
Moldova,MDA,1992,7.375478
Moldova,MDA,1993,5.573827
Moldova,MDA,1994,7.4754043
Moldova,MDA,1995,5.871291
Moldova,MDA,1996,5.513788
Moldova,MDA,1997,6.926294
Moldova,MDA,1998,6.117201
Moldova,MDA,1999,5.34869
Moldova,MDA,2000,5.4501233
Moldova,MDA,2001,5.8940086
Moldova,MDA,2002,5.888427
Moldova,MDA,2003,6.2135477
Moldova,MDA,2004,6.596959
Moldova,MDA,2005,8.732339
Moldova,MDA,2006,8.141933
Moldova,MDA,2007,7.6772213
Moldova,MDA,2008,7.9184055
Moldova,MDA,2009,10.315977
Moldova,MDA,2010,11.707222
Moldova,MDA,2011,9.556471
Moldova,MDA,2012,11.6340685
Moldova,MDA,2013,10.758213
Moldova,MDA,2014,11.3679905
Moldova,MDA,2015,11.356413
Moldova,MDA,2016,11.974299
Moldova,MDA,2017,14.532383
Moldova,MDA,2018,15.713757
Moldova,MDA,2019,16.10603
Moldova,MDA,2020,15.702452
Moldova,MDA,2021,16.367664
Moldova,MDA,2022,16.585432
Moldova,MDA,2023,17.645111
Mongolia,MNG,1994,0
Mongolia,MNG,2016,4.9806895
Mongolia,MNG,2017,3.001193
Mongolia,MNG,2018,1.678707
Mongolia,MNG,2019,4.798488
Mongolia,MNG,2020,3.5404208
Mongolia,MNG,2021,3.3268526
Mongolia,MNG,2022,3.8254008
Mongolia,MNG,2023,2.54334
Montenegro,MNE,2000,11.146239
Montenegro,MNE,2001,9.240267
Montenegro,MNE,2002,8.209713
Montenegro,MNE,2003,11.751303
Montenegro,MNE,2004,14.612469
Montenegro,MNE,2005,11.730932
Montenegro,MNE,2006,8.626511
Montenegro,MNE,2007,12.935539
Montenegro,MNE,2008,12.483478
Montenegro,MNE,2009,11.398758
Montenegro,MNE,2017,15.893579
Montenegro,MNE,2019,13.5201235
Netherlands,NLD,1950,14.656995
Netherlands,NLD,1951,15.079476
Netherlands,NLD,1952,15.364346
Netherlands,NLD,1953,15.846862
Netherlands,NLD,1954,15.467914
Netherlands,NLD,1955,16.999998
Netherlands,NLD,1956,16.039757
Netherlands,NLD,1957,16.898624
Netherlands,NLD,1958,16.806913
Netherlands,NLD,1959,16.075945
Netherlands,NLD,1960,17.122412
Netherlands,NLD,1961,17.551783
Netherlands,NLD,1962,18.363688
Netherlands,NLD,1963,18.100107
Netherlands,NLD,1964,18.012074
Netherlands,NLD,1965,19.286453
Netherlands,NLD,1966,19.575563
Netherlands,NLD,1967,18.97828
Netherlands,NLD,1968,21.814692
Netherlands,NLD,1969,18.279066
Netherlands,NLD,1970,19.008284
Netherlands,NLD,1971,19.153595
Netherlands,NLD,1972,19.663866
Netherlands,NLD,1973,19.69113
Netherlands,NLD,1974,19.112038
Netherlands,NLD,1975,21.439503
Netherlands,NLD,1976,21.556711
Netherlands,NLD,1977,18.548208
Netherlands,NLD,1978,20.302088
Netherlands,NLD,1979,20.712326
Netherlands,NLD,1980,21.125618
Netherlands,NLD,1981,20.810463
Netherlands,NLD,1982,21.314573
Netherlands,NLD,1983,20.957102
Netherlands,NLD,1984,21.647717
Netherlands,NLD,1985,21.55308
Netherlands,NLD,1986,22.320917
Netherlands,NLD,1987,23.353577
Netherlands,NLD,1988,23.146935
Netherlands,NLD,1989,23.583637
Netherlands,NLD,1990,24.030622
Netherlands,NLD,1991,23.367666
Netherlands,NLD,1992,24.215988
Netherlands,NLD,1993,25.157656
Netherlands,NLD,1994,25.2062
Netherlands,NLD,1995,25.37931
Netherlands,NLD,1996,25.276625
Netherlands,NLD,1997,23.995787
Netherlands,NLD,1998,23.758524
Netherlands,NLD,1999,23.265633
Netherlands,NLD,2000,22.604513
Netherlands,NLD,2001,21.225359
Netherlands,NLD,2002,21.496265
Netherlands,NLD,2003,20.975128
Netherlands,NLD,2004,20.13295
Netherlands,NLD,2005,19.989014
Netherlands,NLD,2006,19.609837
Netherlands,NLD,2007,19.217787
Netherlands,NLD,2008,18.551104
Netherlands,NLD,2009,18.405464
Netherlands,NLD,2010,18.517939
Netherlands,NLD,2011,17.256426
Netherlands,NLD,2012,17.030998
Netherlands,NLD,2013,16.245504
Netherlands,NLD,2014,15.706332
Netherlands,NLD,2015,15.744137
Netherlands,NLD,2016,15.989235
Netherlands,NLD,2017,15.887699
Netherlands,NLD,2018,14.6551895
Netherlands,NLD,2019,14.342457
Netherlands,NLD,2020,14.374345
Netherlands,NLD,2021,14.635514
Netherlands,NLD,2022,14.483076
Netherlands,NLD,2023,14.600616
New Zealand,NZL,1950,16.494867
New Zealand,NZL,1951,15.951467
New Zealand,NZL,1952,18.826849
New Zealand,NZL,1953,16.750368
New Zealand,NZL,1954,17.868557
New Zealand,NZL,1955,20.109243
New Zealand,NZL,1956,18.109783
New Zealand,NZL,1957,17.52095
New Zealand,NZL,1958,17.721651
New Zealand,NZL,1959,19.111694
New Zealand,NZL,1960,16.197788
New Zealand,NZL,1961,17.056875
New Zealand,NZL,1962,18.059942
New Zealand,NZL,1963,21.224045
New Zealand,NZL,1964,16.392656
New Zealand,NZL,1965,18.270145
New Zealand,NZL,1966,17.90284
New Zealand,NZL,1967,17.51209
New Zealand,NZL,1968,18.780508
New Zealand,NZL,1969,18.457817
New Zealand,NZL,1970,20.75924
New Zealand,NZL,1971,20.175447
New Zealand,NZL,1972,19.361273
New Zealand,NZL,1973,22.21839
New Zealand,NZL,1974,23.781849
New Zealand,NZL,1975,22.428028
New Zealand,NZL,1976,19.909195
New Zealand,NZL,1977,21.041128
New Zealand,NZL,1978,19.034061
New Zealand,NZL,1979,20.790094
New Zealand,NZL,1980,22.395596
New Zealand,NZL,1981,20.097425
New Zealand,NZL,1982,20.176697
New Zealand,NZL,1983,21.75322
New Zealand,NZL,1984,21.44753
New Zealand,NZL,1985,22.374676
New Zealand,NZL,1986,22.005161
New Zealand,NZL,1987,21.331593
New Zealand,NZL,1988,23.689678
New Zealand,NZL,1989,24.371408
New Zealand,NZL,1990,24.212479
New Zealand,NZL,1991,22.38904
New Zealand,NZL,1992,25.007938
New Zealand,NZL,1993,26.260744
New Zealand,NZL,1994,25.17691
New Zealand,NZL,1995,26.597294
New Zealand,NZL,1996,23.402569
New Zealand,NZL,1997,24.24795
New Zealand,NZL,1998,23.202467
New Zealand,NZL,1999,23.603016
New Zealand,NZL,2000,24.76284
New Zealand,NZL,2001,23.980015
New Zealand,NZL,2002,23.21
New Zealand,NZL,2003,20.943428
New Zealand,NZL,2004,21.54115
New Zealand,NZL,2005,20.010578
New Zealand,NZL,2006,19.3428
New Zealand,NZL,2007,18.939568
New Zealand,NZL,2008,21.358692
New Zealand,NZL,2009,17.248314
New Zealand,NZL,2010,17.33123
New Zealand,NZL,2011,16.479008
New Zealand,NZL,2012,16.488707
New Zealand,NZL,2013,17.430819
New Zealand,NZL,2014,16.627483
New Zealand,NZL,2015,15.995379
New Zealand,NZL,2016,14.1410265
New Zealand,NZL,2017,16.210955
New Zealand,NZL,2018,15.831343
Nicaragua,NIC,2005,14.701449
Nicaragua,NIC,2006,13.658359
Nicaragua,NIC,2007,12.266538
Nicaragua,NIC,2008,12.315374
Nicaragua,NIC,2009,14.970273
Nicaragua,NIC,2010,14.306624
Nicaragua,NIC,2011,12.004642
Nicaragua,NIC,2012,15.834536
Nicaragua,NIC,2013,14.088066
Nicaragua,NIC,2014,13.590853
Nicaragua,NIC,2015,13.567583
Nicaragua,NIC,2016,14.353637
Nicaragua,NIC,2017,11.756347
Nicaragua,NIC,2018,10.224712
Nicaragua,NIC,2019,10.909919
Nicaragua,NIC,2020,14.972887
Nicaragua,NIC,2021,13.403805
Nicaragua,NIC,2022,10.283655
North Macedonia,MKD,1991,6.1649237
North Macedonia,MKD,1992,7.6025715
North Macedonia,MKD,1993,6.988591
North Macedonia,MKD,1994,8.018602
North Macedonia,MKD,1995,6.9939456
North Macedonia,MKD,1996,8.418772
North Macedonia,MKD,1997,9.628239
North Macedonia,MKD,1998,10.913476
North Macedonia,MKD,1999,11.56659
North Macedonia,MKD,2000,10.219174
North Macedonia,MKD,2001,11.127411
North Macedonia,MKD,2002,11.231644
North Macedonia,MKD,2003,10.246439
North Macedonia,MKD,2004,9.858871
North Macedonia,MKD,2005,10.153077
North Macedonia,MKD,2006,10.72086
North Macedonia,MKD,2007,12.594753
North Macedonia,MKD,2008,10.430522
North Macedonia,MKD,2009,12.995902
North Macedonia,MKD,2010,13.163995
North Macedonia,MKD,2011,11.383095
North Macedonia,MKD,2012,15.310241
North Macedonia,MKD,2013,15.088666
North Macedonia,MKD,2015,13.884527
North Macedonia,MKD,2016,13.199362
North Macedonia,MKD,2017,13.067105
North Macedonia,MKD,2018,12.454807
North Macedonia,MKD,2019,10.3945
North Macedonia,MKD,2020,15.854766
North Macedonia,MKD,2021,12.579541
North Macedonia,MKD,2022,13.173012
North Macedonia,MKD,2023,11.994958
Norway,NOR,1951,14.135118
Norway,NOR,1952,17.153011
Norway,NOR,1953,17.149477
Norway,NOR,1954,17.408308
Norway,NOR,1955,17.41054
Norway,NOR,1956,21.27999
Norway,NOR,1957,18.078644
Norway,NOR,1958,18.949177
Norway,NOR,1959,17.881407
Norway,NOR,1960,20.536163
Norway,NOR,1961,19.051384
Norway,NOR,1962,20.091599
Norway,NOR,1963,24.027029
Norway,NOR,1964,20.877476
Norway,NOR,1965,21.181973
Norway,NOR,1966,21.090704
Norway,NOR,1967,20.45671
Norway,NOR,1968,21.32156
Norway,NOR,1969,21.095776
Norway,NOR,1970,21.964567
Norway,NOR,1971,24.906166
Norway,NOR,1972,21.412006
Norway,NOR,1973,20.256533
Norway,NOR,1974,22.255898
Norway,NOR,1975,23.704935
Norway,NOR,1976,25.486582
Norway,NOR,1977,25.283918
Norway,NOR,1978,25.601347
Norway,NOR,1979,26.793009
Norway,NOR,1980,27.816212
Norway,NOR,1981,25.36631
Norway,NOR,1982,23.756723
Norway,NOR,1983,26.539474
Norway,NOR,1984,25.737822
Norway,NOR,1985,28.525524
Norway,NOR,1986,26.840952
Norway,NOR,1987,26.44148
Norway,NOR,1988,28.69574
Norway,NOR,1989,27.588894
Norway,NOR,1990,27.91184
Norway,NOR,1991,28.397493
Norway,NOR,1992,29.995926
Norway,NOR,1993,31.380415
Norway,NOR,1994,30.43013
Norway,NOR,1995,29.686676
Norway,NOR,1996,32.1826
Norway,NOR,1997,30.97539
Norway,NOR,1998,29.8836
Norway,NOR,1999,29.838673
Norway,NOR,2000,29.539547
Norway,NOR,2001,27.253592
Norway,NOR,2002,27.770674
Norway,NOR,2003,27.662334
Norway,NOR,2004,26.971256
Norway,NOR,2005,25.704338
Norway,NOR,2006,25.158587
Norway,NOR,2007,25.840952
Norway,NOR,2008,25.541069
Norway,NOR,2009,23.980433
Norway,NOR,2010,23.28681
Norway,NOR,2011,22.98722
Norway,NOR,2012,21.275614
Norway,NOR,2013,20.858044
Norway,NOR,2014,22.332638
Norway,NOR,2015,20.807894
Norway,NOR,2016,18.652445
Oman,OMN,2009,2.6384702
Oman,OMN,2010,2.9967322
Oman,OMN,2014,2.1518784
Oman,OMN,2016,1.2262948
Oman,OMN,2017,2.271641
Oman,OMN,2018,1.5116901
Oman,OMN,2019,2.2690318
Oman,OMN,2020,2.7135026
Oman,OMN,2021,1.7035551
Panama,PAN,1955,4.3673334
Panama,PAN,1956,7.164891
Panama,PAN,1957,5.5581713
Panama,PAN,1958,7.170687
Panama,PAN,1959,10.923683
Panama,PAN,1960,8.179374
Panama,PAN,1961,9.780014
Panama,PAN,1962,7.3793964
Panama,PAN,1963,10.676107
Panama,PAN,1964,12.764981
Panama,PAN,1965,6.451725
Panama,PAN,1966,11.392895
Panama,PAN,1967,13.112485
Panama,PAN,1968,13.796051
Panama,PAN,1969,11.411036
Panama,PAN,1970,12.231185
