Entity,Code,Year,"Age-standardized deaths that are from malignant neoplasms per 100,000 people, in both sexes aged all ages"
Guatemala,GTM,2006,92.01621
Guatemala,GTM,2007,89.82972
Guatemala,GTM,2008,87.84056
Guatemala,GTM,2009,88.97451
Guatemala,GTM,2010,87.22694
Guatemala,GTM,2011,82.43203
Guatemala,GTM,2012,85.08318
Guatemala,GTM,2013,81.891815
Guatemala,GTM,2014,79.87709
Guatemala,GTM,2015,76.743904
Guatemala,GTM,2016,74.144165
Guatemala,GTM,2017,72.44933
Guatemala,GTM,2018,70.9036
Guatemala,GTM,2019,69.64835
Guatemala,GTM,2020,71.794014
Guatemala,GTM,2021,74.48571
Guatemala,GTM,2022,65.76699
Guyana,GUY,1977,99.19979
Guyana,GUY,1979,54.217228
Guyana,GUY,1984,58.679035
Guyana,GUY,1988,70.26669
Guyana,GUY,1989,90.56886
Guyana,GUY,1990,88.70718
Guyana,GUY,1991,77.92752
Guyana,GUY,1992,72.96528
Guyana,GUY,1993,87.024704
Guyana,GUY,1994,59.304962
Guyana,GUY,1995,78.73791
Guyana,GUY,1996,80.13567
Guyana,GUY,1997,85.76305
Guyana,GUY,1998,79.326385
Guyana,GUY,1999,77.331055
Guyana,GUY,2001,99.83803
Guyana,GUY,2002,81.280495
Guyana,GUY,2003,88.97775
Guyana,GUY,2004,87.49494
Guyana,GUY,2005,90.421364
Guyana,GUY,2006,76.16198
Guyana,GUY,2007,85.70366
Guyana,GUY,2008,90.05207
Guyana,GUY,2009,78.446526
Guyana,GUY,2010,88.68601
Guyana,GUY,2011,94.00159
Guyana,GUY,2012,81.86769
Guyana,GUY,2013,78.43445
Guyana,GUY,2014,83.79906
Guyana,GUY,2015,85.92487
Guyana,GUY,2016,72.47137
Guyana,GUY,2017,87.22809
Guyana,GUY,2018,82.45707
Guyana,GUY,2019,74.02576
Guyana,GUY,2020,84.3995
Hong Kong,HKG,1955,86.265175
Hong Kong,HKG,1956,87.41611
Hong Kong,HKG,1957,92.56806
Hong Kong,HKG,1958,106.28655
Hong Kong,HKG,1959,105.86748
Hong Kong,HKG,1960,108.61552
Hong Kong,HKG,1961,113.9265
Hong Kong,HKG,1962,120.69874
Hong Kong,HKG,1963,125.11083
Hong Kong,HKG,1964,131.42976
Hong Kong,HKG,1965,134.35068
Hong Kong,HKG,1966,135.7817
Hong Kong,HKG,1967,136.25352
Hong Kong,HKG,1968,137.90715
Hong Kong,HKG,1969,141.70099
Hong Kong,HKG,1970,138.91571
Hong Kong,HKG,1971,143.41333
Hong Kong,HKG,1972,144.35965
Hong Kong,HKG,1973,143.45029
Hong Kong,HKG,1974,142.52242
Hong Kong,HKG,1975,148.76144
Hong Kong,HKG,1976,152.45915
Hong Kong,HKG,1977,154.80072
Hong Kong,HKG,1978,157.4801
Hong Kong,HKG,1979,154.58826
Hong Kong,HKG,1980,153.99721
Hong Kong,HKG,1981,148.89761
Hong Kong,HKG,1982,148.31384
Hong Kong,HKG,1983,151.56798
Hong Kong,HKG,1984,149.31995
Hong Kong,HKG,1985,148.12834
Hong Kong,HKG,1986,154.69304
Hong Kong,HKG,1987,153.10193
Hong Kong,HKG,1988,146.28632
Hong Kong,HKG,1989,148.7067
Hong Kong,HKG,1990,151.75055
Hong Kong,HKG,1991,150.21352
Hong Kong,HKG,1992,149.05766
Hong Kong,HKG,1993,148.28008
Hong Kong,HKG,1994,143.77803
Hong Kong,HKG,1995,141.90547
Hong Kong,HKG,1996,137.37265
Hong Kong,HKG,1997,137.61812
Hong Kong,HKG,1998,138.54288
Hong Kong,HKG,1999,137.93665
Hong Kong,HKG,2000,136.49701
Hong Kong,HKG,2001,133.41093
Hong Kong,HKG,2002,131.10834
Hong Kong,HKG,2003,125.73824
Hong Kong,HKG,2004,124.3742
Hong Kong,HKG,2005,125.19995
Hong Kong,HKG,2006,118.66976
Hong Kong,HKG,2007,116.46746
Hong Kong,HKG,2008,114.21336
Hong Kong,HKG,2009,113.726524
Hong Kong,HKG,2010,111.58757
Hong Kong,HKG,2011,109.627174
Hong Kong,HKG,2012,106.227394
Hong Kong,HKG,2013,104.55475
Hong Kong,HKG,2014,103.29488
Hong Kong,HKG,2015,104.23506
Hong Kong,HKG,2016,100.408745
Hong Kong,HKG,2017,97.88531
Hungary,HUN,1955,134.8648
Hungary,HUN,1956,141.8719
Hungary,HUN,1957,143.75087
Hungary,HUN,1958,146.38213
Hungary,HUN,1959,150.94098
Hungary,HUN,1960,150.62367
Hungary,HUN,1961,151.67372
Hungary,HUN,1962,153.59047
Hungary,HUN,1963,151.90404
Hungary,HUN,1964,155.84851
Hungary,HUN,1965,158.32002
Hungary,HUN,1966,160.4478
Hungary,HUN,1967,161.59909
Hungary,HUN,1968,161.81644
Hungary,HUN,1969,164.70114
Hungary,HUN,1970,166.22272
Hungary,HUN,1971,171.85258
Hungary,HUN,1972,171.08372
Hungary,HUN,1973,172.68005
Hungary,HUN,1974,178.8588
Hungary,HUN,1975,179.24268
Hungary,HUN,1976,178.56656
Hungary,HUN,1977,179.35321
Hungary,HUN,1978,185.26619
Hungary,HUN,1979,184.49423
Hungary,HUN,1980,185.88869
Hungary,HUN,1981,186.91975
Hungary,HUN,1982,189.42314
Hungary,HUN,1983,190.49352
Hungary,HUN,1984,190.89313
Hungary,HUN,1985,189.75821
Hungary,HUN,1986,196.3249
Hungary,HUN,1987,198.43942
Hungary,HUN,1988,197.61156
Hungary,HUN,1989,201.02475
Hungary,HUN,1990,206.61789
Hungary,HUN,1991,209.31549
Hungary,HUN,1992,214.54286
Hungary,HUN,1993,213.23053
Hungary,HUN,1994,214.42717
Hungary,HUN,1995,213.80214
Hungary,HUN,1996,215.21321
Hungary,HUN,1997,214.2862
Hungary,HUN,1998,213.29117
Hungary,HUN,1999,219.40906
Hungary,HUN,2000,214.93474
Hungary,HUN,2001,205.26263
Hungary,HUN,2002,202.61441
Hungary,HUN,2003,203.47522
Hungary,HUN,2004,201.2104
Hungary,HUN,2005,183.29652
Hungary,HUN,2006,185.02826
Hungary,HUN,2007,185.72742
Hungary,HUN,2008,185.84908
Hungary,HUN,2009,187.10187
Hungary,HUN,2010,183.31557
Hungary,HUN,2011,182.81674
Hungary,HUN,2012,182.93286
Hungary,HUN,2013,178.15364
Hungary,HUN,2014,176.22325
Hungary,HUN,2015,174.19972
Hungary,HUN,2016,172.4072
Hungary,HUN,2017,170.0656
Hungary,HUN,2018,167.32343
Hungary,HUN,2019,162.29523
Hungary,HUN,2020,159.74583
Hungary,HUN,2021,153.01105
Hungary,HUN,2022,150.33339
Hungary,HUN,2023,153.2731
Iceland,ISL,1951,158.70988
Iceland,ISL,1952,156.92758
Iceland,ISL,1953,150.46773
Iceland,ISL,1954,137.21991
Iceland,ISL,1955,142.52916
Iceland,ISL,1956,131.50691
Iceland,ISL,1957,155.2086
Iceland,ISL,1958,135.43271
Iceland,ISL,1959,158.12463
Iceland,ISL,1960,177.16867
Iceland,ISL,1961,152.60866
Iceland,ISL,1962,162.88734
Iceland,ISL,1963,146.80263
Iceland,ISL,1964,145.45473
Iceland,ISL,1965,135.69783
Iceland,ISL,1966,147.18379
Iceland,ISL,1967,153.34023
Iceland,ISL,1968,148.93279
Iceland,ISL,1969,145.67632
Iceland,ISL,1970,133.15837
Iceland,ISL,1971,140.57762
Iceland,ISL,1972,146.46326
Iceland,ISL,1973,132.01398
Iceland,ISL,1974,142.413
Iceland,ISL,1975,144.55049
Iceland,ISL,1976,127.6324
Iceland,ISL,1977,139.23773
Iceland,ISL,1978,125.43962
Iceland,ISL,1979,128.10156
Iceland,ISL,1980,128.35518
Iceland,ISL,1981,138.77107
Iceland,ISL,1982,150.41617
Iceland,ISL,1983,145.51324
Iceland,ISL,1984,139.79617
Iceland,ISL,1985,140.2111
Iceland,ISL,1986,129.08113
Iceland,ISL,1987,152.09238
Iceland,ISL,1988,150.02867
Iceland,ISL,1989,147.5866
Iceland,ISL,1990,150.89717
Iceland,ISL,1991,143.60043
Iceland,ISL,1992,137.717
Iceland,ISL,1993,139.83461
Iceland,ISL,1994,135.76596
Iceland,ISL,1995,140.34363
Iceland,ISL,1996,156.6596
Iceland,ISL,1997,153.61024
Iceland,ISL,1998,136.69548
Iceland,ISL,1999,143.07225
Iceland,ISL,2000,133.39375
Iceland,ISL,2001,126.00527
Iceland,ISL,2002,128.61598
Iceland,ISL,2003,121.36422
Iceland,ISL,2004,122.53995
Iceland,ISL,2005,121.099174
Iceland,ISL,2006,117.53587
Iceland,ISL,2007,126.974174
Iceland,ISL,2008,121.79568
Iceland,ISL,2009,119.00347
Iceland,ISL,2010,117.830315
Iceland,ISL,2011,119.36955
Iceland,ISL,2012,113.67073
Iceland,ISL,2013,111.179276
Iceland,ISL,2014,115.92035
Iceland,ISL,2015,108.59459
Iceland,ISL,2016,117.70323
Iceland,ISL,2017,101.86598
Iceland,ISL,2018,98.93056
Iceland,ISL,2019,102.57733
Iceland,ISL,2020,97.96635
Iceland,ISL,2021,95.098145
Iceland,ISL,2022,102.92268
Iran,IRN,2013,59.52704
Iran,IRN,2014,60.864086
Iran,IRN,2015,76.25535
Iran,IRN,2016,75.72593
Iran,IRN,2017,83.41384
Iraq,IRQ,2008,55.03349
Iraq,IRQ,2015,56.47686
Iraq,IRQ,2016,58.551353
Ireland,IRL,1950,123.33114
Ireland,IRL,1951,129.97308
Ireland,IRL,1952,127.70894
Ireland,IRL,1953,131.28473
Ireland,IRL,1954,133.56677
Ireland,IRL,1955,136.39435
Ireland,IRL,1956,133.91318
Ireland,IRL,1957,141.14546
Ireland,IRL,1958,136.79099
Ireland,IRL,1959,139.3912
Ireland,IRL,1960,138.5282
Ireland,IRL,1961,136.76323
Ireland,IRL,1962,142.85234
Ireland,IRL,1963,142.3844
Ireland,IRL,1964,142.98059
Ireland,IRL,1965,142.53555
Ireland,IRL,1966,146.93437
Ireland,IRL,1967,145.61443
Ireland,IRL,1968,150.31068
Ireland,IRL,1969,157.18265
Ireland,IRL,1970,156.38316
Ireland,IRL,1971,158.55348
Ireland,IRL,1972,158.61046
Ireland,IRL,1973,159.57155
Ireland,IRL,1974,165.6277
Ireland,IRL,1975,166.78873
Ireland,IRL,1976,166.87369
Ireland,IRL,1977,160.98233
Ireland,IRL,1978,163.66699
Ireland,IRL,1979,160.45808
Ireland,IRL,1980,162.26112
Ireland,IRL,1981,158.90434
Ireland,IRL,1982,161.65483
Ireland,IRL,1983,164.2956
Ireland,IRL,1984,165.00229
Ireland,IRL,1985,164.61792
Ireland,IRL,1986,168.54845
Ireland,IRL,1987,167.36845
Ireland,IRL,1988,171.53374
Ireland,IRL,1989,172.79272
Ireland,IRL,1990,166.03065
Ireland,IRL,1991,167.48662
Ireland,IRL,1992,170.64558
Ireland,IRL,1993,168.94922
Ireland,IRL,1994,165.06067
Ireland,IRL,1995,164.3012
Ireland,IRL,1996,159.28696
Ireland,IRL,1997,159.81207
Ireland,IRL,1998,156.85489
Ireland,IRL,1999,156.04123
Ireland,IRL,2000,156.60443
Ireland,IRL,2001,151.90236
Ireland,IRL,2002,146.28917
Ireland,IRL,2003,145.18294
Ireland,IRL,2004,145.62323
Ireland,IRL,2005,140.48964
Ireland,IRL,2006,142.6503
Ireland,IRL,2007,138.02364
Ireland,IRL,2008,139.80757
Ireland,IRL,2009,139.23088
Ireland,IRL,2010,129.60216
Ireland,IRL,2011,134.70486
Ireland,IRL,2012,129.99837
Ireland,IRL,2013,128.96057
Ireland,IRL,2014,132.86504
Ireland,IRL,2015,123.36383
Ireland,IRL,2016,123.00648
Ireland,IRL,2017,119.0063
Ireland,IRL,2018,117.06231
Ireland,IRL,2019,115.55594
Ireland,IRL,2020,112.81574
Ireland,IRL,2021,109.56349
Ireland,IRL,2022,110.5809
Israel,ISR,1975,134.57724
Israel,ISR,1976,137.71257
Israel,ISR,1977,138.77052
Israel,ISR,1978,140.8854
Israel,ISR,1979,143.14641
Israel,ISR,1980,135.31987
Israel,ISR,1981,127.93504
Israel,ISR,1982,125.7082
Israel,ISR,1983,128.00928
Israel,ISR,1984,126.36066
Israel,ISR,1985,122.659035
Israel,ISR,1986,125.05716
Israel,ISR,1987,124.431496
Israel,ISR,1988,124.6372
Israel,ISR,1989,121.88382
Israel,ISR,1990,124.90528
Israel,ISR,1991,125.634674
Israel,ISR,1992,123.58848
Israel,ISR,1993,130.85225
Israel,ISR,1994,133.99191
Israel,ISR,1995,134.40407
Israel,ISR,1996,132.42766
Israel,ISR,1997,127.13979
Israel,ISR,1998,131.82469
Israel,ISR,1999,124.61049
Israel,ISR,2000,124.86032
Israel,ISR,2001,123.85621
Israel,ISR,2002,123.68264
Israel,ISR,2003,122.52069
Israel,ISR,2004,116.15372
Israel,ISR,2005,116.72487
Israel,ISR,2006,114.26158
Israel,ISR,2007,114.00075
Israel,ISR,2008,112.6319
Israel,ISR,2009,106.86082
Israel,ISR,2010,108.90932
Israel,ISR,2011,103.56256
Israel,ISR,2012,105.18495
Israel,ISR,2013,102.78261
Israel,ISR,2014,101.851814
Israel,ISR,2015,100.40906
Israel,ISR,2016,96.92244
Israel,ISR,2017,94.737976
Israel,ISR,2018,94.04043
Israel,ISR,2019,93.4821
Israel,ISR,2020,90.19306
Israel,ISR,2021,86.36078
Israel,ISR,2022,84.691605
Italy,ITA,1951,113.04732
Italy,ITA,1952,115.97126
Italy,ITA,1953,117.13235
Italy,ITA,1954,119.74177
Italy,ITA,1955,121.66285
Italy,ITA,1956,126.92989
Italy,ITA,1957,127.05077
Italy,ITA,1958,126.35219
Italy,ITA,1959,129.60698
Italy,ITA,1960,133.76485
Italy,ITA,1961,132.10411
Italy,ITA,1962,134.6122
Italy,ITA,1963,137.15715
Italy,ITA,1964,139.56564
Italy,ITA,1965,141.61578
Italy,ITA,1966,141.756
Italy,ITA,1967,141.88857
Italy,ITA,1968,145.2444
Italy,ITA,1969,149.02377
Italy,ITA,1970,146.56268
Italy,ITA,1971,149.31175
Italy,ITA,1972,150.769
Italy,ITA,1973,153.09276
Italy,ITA,1974,148.61269
Italy,ITA,1975,148.74098
Italy,ITA,1976,150.0962
Italy,ITA,1977,150.76793
Italy,ITA,1978,151.40442
Italy,ITA,1979,153.26941
Italy,ITA,1980,153.6465
Italy,ITA,1981,152.96191
Italy,ITA,1982,157.7792
Italy,ITA,1983,160.83952
Italy,ITA,1984,158.7546
Italy,ITA,1985,159.23405
Italy,ITA,1986,158.48045
Italy,ITA,1987,160.78764
Italy,ITA,1988,160.78201
Italy,ITA,1989,157.59372
Italy,ITA,1990,156.88824
Italy,ITA,1991,157.11826
Italy,ITA,1992,155.74516
Italy,ITA,1993,154.71898
Italy,ITA,1994,153.95592
Italy,ITA,1995,146.8759
Italy,ITA,1996,145.91896
Italy,ITA,1997,143.5786
Italy,ITA,1998,142.52162
Italy,ITA,1999,138.86185
Italy,ITA,2000,138.19707
Italy,ITA,2001,138.11337
Italy,ITA,2002,134.15465
Italy,ITA,2003,133.03406
Italy,ITA,2004,131.19513
Italy,ITA,2005,128.17165
Italy,ITA,2006,126.12934
Italy,ITA,2007,125.18814
Italy,ITA,2008,123.306145
Italy,ITA,2009,122.23815
Italy,ITA,2010,119.86725
Italy,ITA,2011,120.00093
Italy,ITA,2012,118.96639
Italy,ITA,2013,115.131004
Italy,ITA,2014,112.98676
Italy,ITA,2015,111.85179
Italy,ITA,2016,109.984024
Italy,ITA,2017,108.33343
Italy,ITA,2018,107.72713
Italy,ITA,2019,104.0509
Italy,ITA,2020,102.924934
Italy,ITA,2021,100.238464
Italy,ITA,2022,96.73277
Jamaica,JAM,1960,129.42273
Jamaica,JAM,1961,134.37152
Jamaica,JAM,1965,121.05163
Jamaica,JAM,1967,141.27705
Jamaica,JAM,1977,128.65402
Jamaica,JAM,1980,87.96386
Jamaica,JAM,1981,97.17044
Jamaica,JAM,1982,120.90661
Jamaica,JAM,1983,112.70955
Jamaica,JAM,1984,150.01552
Jamaica,JAM,1985,119.92823
Jamaica,JAM,1986,108.39216
Jamaica,JAM,1987,115.10021
Jamaica,JAM,1988,108.92405
Jamaica,JAM,1989,105.017914
Jamaica,JAM,1990,95.58425
Jamaica,JAM,1991,92.85644
Jamaica,JAM,2000,115.32454
Jamaica,JAM,2001,108.33945
Jamaica,JAM,2002,97.423225
Jamaica,JAM,2003,105.59259
Jamaica,JAM,2004,109.191696
Jamaica,JAM,2005,107.13901
Jamaica,JAM,2006,104.53834
Jamaica,JAM,2009,111.61747
Jamaica,JAM,2010,110.75193
Jamaica,JAM,2011,115.42086
Jamaica,JAM,2012,112.361244
Jamaica,JAM,2013,114.26899
Jamaica,JAM,2014,118.08099
Japan,JPN,1950,108.378914
Japan,JPN,1951,109.78064
Japan,JPN,1952,112.42415
Japan,JPN,1953,113.33257
Japan,JPN,1954,116.25162
Japan,JPN,1955,117.4922
Japan,JPN,1956,121.27075
Japan,JPN,1957,120.64025
Japan,JPN,1958,125.04889
Japan,JPN,1959,127.05447
Japan,JPN,1960,127.931496
Japan,JPN,1961,127.97165
Japan,JPN,1962,127.207886
Japan,JPN,1963,128.99417
Japan,JPN,1964,129.48872
Japan,JPN,1965,129.50676
Japan,JPN,1966,130.11142
Japan,JPN,1967,130.4073
Japan,JPN,1968,130.45364
Japan,JPN,1969,130.80771
Japan,JPN,1970,128.75749
Japan,JPN,1971,128.11243
Japan,JPN,1972,127.810585
Japan,JPN,1973,128.0175
Japan,JPN,1974,127.81741
Japan,JPN,1975,125.55228
Japan,JPN,1976,126.210594
Japan,JPN,1977,126.299866
Japan,JPN,1978,126.388405
Japan,JPN,1979,127.23031
Japan,JPN,1980,127.52545
Japan,JPN,1981,127.30683
Japan,JPN,1982,125.916916
Japan,JPN,1983,126.9156
Japan,JPN,1984,127.35947
Japan,JPN,1985,127.09856
Japan,JPN,1986,125.12734
Japan,JPN,1987,125.80697
Japan,JPN,1988,125.416466
Japan,JPN,1989,125.77479
Japan,JPN,1990,124.38491
Japan,JPN,1991,123.89791
Japan,JPN,1992,124.25462
Japan,JPN,1993,122.36612
Japan,JPN,1994,122.64952
Japan,JPN,1995,127.99974
Japan,JPN,1996,127.70824
Japan,JPN,1997,125.428604
Japan,JPN,1998,125.11161
Japan,JPN,1999,124.08057
Japan,JPN,2000,121.9553
Japan,JPN,2001,119.95424
Japan,JPN,2002,117.21168
Japan,JPN,2003,115.32523
Japan,JPN,2004,116.01463
Japan,JPN,2005,113.64782
Japan,JPN,2006,111.74882
Japan,JPN,2007,110.498886
Japan,JPN,2008,109.461525
Japan,JPN,2009,106.65746
Japan,JPN,2010,106.21891
Japan,JPN,2011,105.11848
Japan,JPN,2012,103.25915
Japan,JPN,2013,101.91463
Japan,JPN,2014,100.50074
Japan,JPN,2015,98.53408
Japan,JPN,2016,97.169075
Japan,JPN,2017,94.65159
Japan,JPN,2018,92.56367
Japan,JPN,2019,91.2651
Japan,JPN,2020,90.00182
Japan,JPN,2021,89.33339
Japan,JPN,2022,89.0113
Jordan,JOR,2008,64.287865
Jordan,JOR,2009,61.144455
Jordan,JOR,2010,64.9034
Jordan,JOR,2011,63.6306
Jordan,JOR,2012,64.084854
Jordan,JOR,2015,59.80012
Jordan,JOR,2016,56.818863
Jordan,JOR,2017,58.31116
Jordan,JOR,2018,54.95615
Kazakhstan,KAZ,1981,157.60614
Kazakhstan,KAZ,1982,152.35101
Kazakhstan,KAZ,1985,159.94392
Kazakhstan,KAZ,1986,162.80591
Kazakhstan,KAZ,1987,164.32991
Kazakhstan,KAZ,1988,165.21664
Kazakhstan,KAZ,1989,166.38388
Kazakhstan,KAZ,1990,167.33696
Kazakhstan,KAZ,1991,166.72806
Kazakhstan,KAZ,1992,163.22755
Kazakhstan,KAZ,1993,159.74986
Kazakhstan,KAZ,1994,158.72766
Kazakhstan,KAZ,1995,157.77429
Kazakhstan,KAZ,1996,156.0675
Kazakhstan,KAZ,1997,152.89394
Kazakhstan,KAZ,1998,154.23099
Kazakhstan,KAZ,1999,149.25122
Kazakhstan,KAZ,2000,148.12453
Kazakhstan,KAZ,2001,145.1937
Kazakhstan,KAZ,2002,141.83212
Kazakhstan,KAZ,2003,139.13838
Kazakhstan,KAZ,2004,134.8065
Kazakhstan,KAZ,2005,133.7622
Kazakhstan,KAZ,2006,128.46315
Kazakhstan,KAZ,2007,126.895546
Kazakhstan,KAZ,2008,124.08244
Kazakhstan,KAZ,2009,120.369774
Kazakhstan,KAZ,2010,120.67591
Kazakhstan,KAZ,2011,112.71141
Kazakhstan,KAZ,2012,113.117966
Kazakhstan,KAZ,2013,108.08516
Kazakhstan,KAZ,2014,99.48961
Kazakhstan,KAZ,2015,97.201485
Kazakhstan,KAZ,2016,91.88316
Kazakhstan,KAZ,2017,86.18974
Kazakhstan,KAZ,2018,81.793846
Kazakhstan,KAZ,2019,79.05316
Kazakhstan,KAZ,2020,77.63786
Kazakhstan,KAZ,2021,72.42564
Kazakhstan,KAZ,2022,65.46551
Kazakhstan,KAZ,2023,64.54759
Kuwait,KWT,1972,96.57722
Kuwait,KWT,1975,125.371666
Kuwait,KWT,1976,96.675354
Kuwait,KWT,1977,88.04021
Kuwait,KWT,1978,86.5455
Kuwait,KWT,1979,96.27629
Kuwait,KWT,1980,109.59522
Kuwait,KWT,1981,102.80426
Kuwait,KWT,1982,114.595024
Kuwait,KWT,1983,115.46699
Kuwait,KWT,1984,97.7019
Kuwait,KWT,1985,113.39983
Kuwait,KWT,1986,102.254616
Kuwait,KWT,1987,83.9843
Kuwait,KWT,1993,83.50642
Kuwait,KWT,1994,75.6654
Kuwait,KWT,1995,84.080086
Kuwait,KWT,1996,85.0932
Kuwait,KWT,1997,98.41934
Kuwait,KWT,1998,80.1361
Kuwait,KWT,1999,66.99356
Kuwait,KWT,2000,74.31198
Kuwait,KWT,2001,67.605606
Kuwait,KWT,2002,68.89001
Kuwait,KWT,2003,74.52597
Kuwait,KWT,2004,77.385765
Kuwait,KWT,2005,82.28306
Kuwait,KWT,2006,85.497314
Kuwait,KWT,2007,65.29279
Kuwait,KWT,2008,59.115326
Kuwait,KWT,2009,69.3493
Kuwait,KWT,2010,60.83472
Kuwait,KWT,2011,55.43296
Kuwait,KWT,2012,62.241848
Kuwait,KWT,2013,54.99935
Kuwait,KWT,2014,53.315628
Kuwait,KWT,2015,62.790188
Kuwait,KWT,2016,53.813457
Kuwait,KWT,2017,55.05705
Kuwait,KWT,2018,52.917477
Kuwait,KWT,2019,56.202736
Kuwait,KWT,2022,51.21693
Kuwait,KWT,2023,53.791718
Kyrgyzstan,KGZ,1981,99.45427
Kyrgyzstan,KGZ,1982,103.51057
Kyrgyzstan,KGZ,1985,106.22663
Kyrgyzstan,KGZ,1986,108.4158
Kyrgyzstan,KGZ,1987,108.28694
Kyrgyzstan,KGZ,1988,109.85967
Kyrgyzstan,KGZ,1989,106.37099
Kyrgyzstan,KGZ,1990,111.12924
Kyrgyzstan,KGZ,1991,111.99729
Kyrgyzstan,KGZ,1992,112.741066
Kyrgyzstan,KGZ,1993,99.246254
Kyrgyzstan,KGZ,1994,99.965675
Kyrgyzstan,KGZ,1995,94.167885
Kyrgyzstan,KGZ,1996,92.35977
Kyrgyzstan,KGZ,1997,91.61531
Kyrgyzstan,KGZ,1998,91.89151
Kyrgyzstan,KGZ,1999,91.37984
Kyrgyzstan,KGZ,2000,91.744156
Kyrgyzstan,KGZ,2001,88.50294
Kyrgyzstan,KGZ,2002,89.49503
Kyrgyzstan,KGZ,2003,90.82632
Kyrgyzstan,KGZ,2004,89.52476
Kyrgyzstan,KGZ,2005,88.77175
Kyrgyzstan,KGZ,2006,88.35277
Kyrgyzstan,KGZ,2007,83.91689
Kyrgyzstan,KGZ,2008,85.14747
Kyrgyzstan,KGZ,2009,91.285446
Kyrgyzstan,KGZ,2010,88.56197
Kyrgyzstan,KGZ,2011,90.32681
Kyrgyzstan,KGZ,2012,86.89641
Kyrgyzstan,KGZ,2013,89.68668
Kyrgyzstan,KGZ,2014,94.3107
Kyrgyzstan,KGZ,2015,93.42702
Kyrgyzstan,KGZ,2016,89.5495
Kyrgyzstan,KGZ,2017,87.59022
Kyrgyzstan,KGZ,2018,91.3513
Kyrgyzstan,KGZ,2019,88.07422
Kyrgyzstan,KGZ,2020,86.02001
Kyrgyzstan,KGZ,2021,78.94664
Kyrgyzstan,KGZ,2022,71.58144
Kyrgyzstan,KGZ,2023,79.49026
Latvia,LVA,1980,136.72098
Latvia,LVA,1981,136.60263
Latvia,LVA,1982,140.49026
Latvia,LVA,1983,142.00838
Latvia,LVA,1984,145.0443
Latvia,LVA,1985,147.21283
Latvia,LVA,1986,146.04039
Latvia,LVA,1987,152.2474
Latvia,LVA,1988,148.18848
Latvia,LVA,1989,154.50769
Latvia,LVA,1990,151.691
Latvia,LVA,1991,154.0244
Latvia,LVA,1992,153.35431
Latvia,LVA,1993,150.76567
Latvia,LVA,1994,153.43771
Latvia,LVA,1995,151.58447
Latvia,LVA,1996,151.86801
Latvia,LVA,1997,149.87189
Latvia,LVA,1998,152.06085
Latvia,LVA,1999,153.07002
Latvia,LVA,2000,149.08247
Latvia,LVA,2001,154.60109
Latvia,LVA,2002,151.69667
Latvia,LVA,2003,151.90248
Latvia,LVA,2004,152.10149
Latvia,LVA,2005,152.73413
Latvia,LVA,2006,157.26483
Latvia,LVA,2007,152.18947
Latvia,LVA,2008,151.07594
Latvia,LVA,2009,153.19688
Latvia,LVA,2010,154.71388
Latvia,LVA,2011,149.37598
Latvia,LVA,2012,149.1069
Latvia,LVA,2013,147.99947
Latvia,LVA,2014,147.27237
Latvia,LVA,2015,144.2405
Latvia,LVA,2016,142.4557
Latvia,LVA,2017,144.86679
Latvia,LVA,2018,143.26135
Latvia,LVA,2019,142.58171
Latvia,LVA,2020,142.29803
Latvia,LVA,2021,136.83882
Latvia,LVA,2022,134.33176
Latvia,LVA,2023,133.93048
Lebanon,LBN,2019,54.121918
Lebanon,LBN,2020,49.74138
Lebanon,LBN,2021,45.50029
Lebanon,LBN,2023,41.079716
Lithuania,LTU,1981,135.7396
Lithuania,LTU,1982,137.6862
Lithuania,LTU,1985,142.17973
Lithuania,LTU,1986,141.23741
Lithuania,LTU,1987,141.48961
Lithuania,LTU,1988,144.64203
Lithuania,LTU,1989,145.90103
Lithuania,LTU,1990,150.86696
Lithuania,LTU,1991,151.28453
Lithuania,LTU,1992,155.09198
Lithuania,LTU,1993,158.67497
Lithuania,LTU,1994,157.04707
Lithuania,LTU,1995,157.4877
Lithuania,LTU,1996,155.53922
Lithuania,LTU,1997,151.91376
Lithuania,LTU,1998,153.2592
Lithuania,LTU,1999,155.66017
Lithuania,LTU,2000,154.22978
Lithuania,LTU,2001,153.25763
Lithuania,LTU,2002,151.77803
Lithuania,LTU,2003,149.2083
Lithuania,LTU,2004,149.62965
Lithuania,LTU,2005,148.81349
Lithuania,LTU,2006,149.91066
Lithuania,LTU,2007,151.20035
Lithuania,LTU,2008,150.72136
Lithuania,LTU,2009,146.67812
Lithuania,LTU,2010,144.90768
Lithuania,LTU,2011,144.64072
Lithuania,LTU,2012,140.20976
Lithuania,LTU,2013,137.53064
Lithuania,LTU,2014,138.60115
Lithuania,LTU,2015,143.68109
Lithuania,LTU,2016,141.0857
Lithuania,LTU,2017,135.00473
Lithuania,LTU,2018,135.47404
Lithuania,LTU,2019,134.50174
Lithuania,LTU,2020,135.19868
Lithuania,LTU,2021,126.5143
Lithuania,LTU,2022,127.63483
Lithuania,LTU,2023,122.55331
Luxembourg,LUX,1967,183.49684
Luxembourg,LUX,1968,177.86667
Luxembourg,LUX,1969,181.39616
Luxembourg,LUX,1970,180.36359
Luxembourg,LUX,1971,179.81044
Luxembourg,LUX,1972,174.54358
Luxembourg,LUX,1973,181.07675
Luxembourg,LUX,1974,164.68976
